imo,name,ship_type,fuel_kg_per_nm_consumption,c02_kg_per_nm_emissions
9605786,TONGALA,Vehicle carrier,107.21,335.68
9605798,TOSCA,Vehicle carrier,100.09,313.96
9605839,MINOAN GRACE,Bulk carrier,107.14,337.71
9605841,MINOAN FALCON,Bulk carrier,144.96,454.1
9605853,GLADIATOR (Bulk carrier),Bulk carrier,80.29,250.16
9605865,WARRIOR,Bulk carrier,91.79,286.4
9605982,DAYDREAM BELIEVER,Bulk carrier,71.39,224.33
9605994,NORD SAVANNAH,Bulk carrier,63.78,199.27
9606003,CIELO DI PALERMO,Bulk carrier,82.6,257.39
9606015,FURNESS PORTLAND,Bulk carrier,80.52,252.11
9606027,FURNESS SOUTHERN CROSS,Bulk carrier,69.55,218.29
9606041,WESTERN CALLAO,Bulk carrier,70.89,221.96
9606053,FEDERAL KIBUNE,Bulk carrier,68.31,214.95
9606118,PUNTA,Bulk carrier,116.07,364.18
9606302,MSC LONDON,Container ship,392.62,1225.43
9606314,MSC NEW YORK,Container ship,375.31,1171.45
9606326,MSC ISTANBUL,Container ship,364.75,1137.61
9606338,MSC AMSTERDAM,Container ship,408.22,1274.49
9606534,CLEARWATER BAY,Bulk carrier,84.56,264.67
9606821,FEDERAL SEVERN,Bulk carrier,86.04,271.33
9606833,FEDERAL SKYE,Bulk carrier,93.01,292.01
9606871,TBC PRINCESS,Bulk carrier,65.68,206.11
9606900,VIKING GRACE,Ro-pax ship,135.9,376.82
9606912,NORWEGIAN BREAKAWAY,Passenger ship,411.9,1313.95
9607083,PETREL ARROW,General cargo ship,95.58,298.72
9607095,SISKIN ARROW,Bulk carrier,101.8,317.9
9607112,BORA,Bulk carrier,95.37,297.7
9607162,KERKYRA,Bulk carrier,106.75,333.99
9607174,BW EGRET,Oil tanker,97.16,303.36
9607198,BW HAWK,Oil tanker,76.4,239.58
9607203,BW KESTREL,Oil tanker,84.21,264.21
9607277,BLUE FIN,Bulk carrier,106.68,332.94
9607291,WHITE FIN,Bulk carrier,106.37,334.58
9607306,RED FIN,Bulk carrier,94.53,296.03
9607423,EPHESOS,Oil tanker,181.35,568.79
9607435,MILITOS,Oil tanker,141.57,441.94
9607629,HISTRIA CROWN,Oil tanker,104.66,328.03
9607631,HISTRIA AMBRA,Oil tanker,101.74,319.09
9607643,ZEFIREA,Combination carrier,107.85,338.92
9607801,PATRA,Bulk carrier,172.76,539.39
9607813,MELODIA,Bulk carrier,94.68,295.8
9607825,DA AN,General cargo ship,87.95,274.45
9607954,SEAWAYS REDWOOD,Oil tanker,143.38,450.64
9607966,SEAWAYS SHENANDOAH,Oil tanker,120.02,375.03
9608221,WATER LILY,Other ship types,79.73,248.59
9608386,DA TAI,General cargo ship,76.91,240.18
9608398,DA CHANG,General cargo ship,85.24,266.3
9608403,DA DE,General cargo ship,84.67,263.94
9608673,IONIC HAWK,Bulk carrier,95.42,300.72
9608697,KONSTANTINOS M,Bulk carrier,92.02,288.02
9608805,DU JUAN SONG,Bulk carrier,77.66,242.03
9608817,FU RONG SONG,Bulk carrier,98.5,307.65
9608829,LIAN HUA SONG,Bulk carrier,80.91,253.01
9608843,MU MIAN SONG,Bulk carrier,105.32,330.2
9608922,JI XIANG SONG,Other ship types,86.8,270.93
9608946,PING AN SONG,Other ship types,78.63,245.11
9608958,XING FU SONG,General cargo ship,80.95,252.37
9609122,SANTORINI (Bulk carrier),Bulk carrier,105.64,330.76
9609146,SEA PLUTO,Bulk carrier,105.89,330.59
9609160,GEORGE P,Bulk carrier,111.21,347.52
9609237,SAKURA GLORY,Bulk carrier,85.4,267.76
9609249,IKAN PANDAN,Bulk carrier,95.08,296.51
9609457,SAGA FUJI,General cargo ship,87.74,274
9609615,SCARLET ROBIN,Bulk carrier,96.36,301.22
9609627,SCARLET ROSELLA,Bulk carrier,77.96,244.34
9609653,FEDERAL YELLOWSTONE,Bulk carrier,81.76,255.82
9609665,FEDERAL YAMASKA,Bulk carrier,66.62,209.89
9609677,WESTERN AIDA,Bulk carrier,82.59,259.03
9609689,WESTERN FEDORA,Bulk carrier,87.77,273.88
9609691,WESTERN BOHEME,Bulk carrier,87.6,274.87
9609706,WESTERN LUCREZIA,Bulk carrier,87.77,275.25
9609718,WESTERN TOSCA,Bulk carrier,86.06,268.72
9609720,WESTERN CARMEN,Bulk carrier,85.39,266.83
9609732,NS ENERGY,Bulk carrier,104.55,329.46
9609744,NS YAKUTIA,Bulk carrier,116.91,367.48
9609902,MBC DAISY,Bulk carrier,63.2,198.46
9609914,UNIQUE HARMONY,Chemical tanker,115.05,360.08
9609952,ARK GERMANIA,Ro-ro ship,118.27,369.09
9609964,ARK DANIA,Ro-ro ship,143.1,446.3
9610092,COMMON FAITH,Bulk carrier,100.34,312.66
9610119,FRONTIER LEADER,Bulk carrier,97.65,307.41
9610157,LIVORNO EXPRESS,Container ship,146.71,458.47
9610169,DETROIT EXPRESS,Container ship,152.78,477.39
9610171,IVAN GUBKIN,Other ship types,131.6,421.92
9610200,SPRING BREEZE,Bulk carrier,69.78,217.82
9610236,TRUST STAR,Bulk carrier,66.88,209.32
9610286,PEDHOULAS FIGHTER,Bulk carrier,98.09,306.4
9610389,NEXUS VICTORIA,Oil tanker,101.15,316.22
9610391,SUPREME ACE,Vehicle carrier,106.11,331.59
9610418,GENUINE ACE,Vehicle carrier,94.93,297.76
9610420,VALIANT ACE,Vehicle carrier,99.11,311.6
9610432,DIVINE ACE,Vehicle carrier,102.38,320.59
9610444,PRIME ACE,Vehicle carrier,101.66,317.78
9610456,FEDERAL SPEY,Bulk carrier,77.3,242.46
9610468,FEDERAL SPRUCE,Bulk carrier,76.58,239.14
9610509,XIAOYI C,General cargo ship,53.25,166.56
9610614,SIDER MILOS,General cargo ship,58.55,183.65
9610640,STRATEGIC VISION,Bulk carrier,81.3,255.32
9610652,NEW COMMANDER,Bulk carrier,70.02,219.75
9610690,JULES POINT,Bulk carrier,74.33,232.99
9610731,BONNY ISLAND,Bulk carrier,405.48,1267.22
9610743,BARROW ISLAND,Bulk carrier,93.76,294.4
9610781,NIKOLAY ZUYEV,Oil tanker,172.5,538.71
9610808,ANATOLY KOLODKIN,Oil tanker,190.74,596
9610810,VIKTOR BAKAEV,Oil tanker,168.14,533.5
9611278,AQUITANIA (Bulk carrier),Bulk carrier,77.25,242.57
9611292,NINA-MARIE,Bulk carrier,81.53,255.57
9611618,THURGAU,Bulk carrier,87.48,273.83
9611711,JIN XIA FENG,Bulk carrier,119.57,375.43
9611826,SUNRISE RAINBOW,Bulk carrier,102.45,320.73
9611905,NIREAS,Bulk carrier,105.47,329.02
9611931,COAL PEARL,Bulk carrier,110.85,347.85
9612052,KARVOUNIS,Oil tanker,168.5,526.33
9612246,ZAMBESI,Bulk carrier,87.54,275.14
9612284,NORD MONTREAL,Bulk carrier,72.75,228.03
9612296,NORD QUEBEC,Bulk carrier,82.38,257.84
9612313,NORD MUMBAI,Bulk carrier,74.22,231.68
9612375,SPRING SCENERY,Bulk carrier,73.31,228.56
9612430,CAPE LILY,Bulk carrier,158.61,496
9612844,GAZ DYNAMIC,Gas carrier,68.52,214.85
9612870,TOLTEN,Container ship,230.79,720.41
9612882,TIRUA,Container ship,247.96,773.77
9613018,LUDWIGSHAFEN EXPRESS,Container ship,277.75,867.77
9613056,HERMES,Bulk carrier,108.29,340.18
9613226,SIDER MIAMI,Bulk carrier,89.39,278.92
9613288,ARBORELLA,General cargo ship,106.79,332.9
9613290,BRASSIANA,General cargo ship,100.78,314.52
9613305,CITRIODORA,General cargo ship,98.65,307.5
9613317,DELICATA,General cargo ship,97.24,303.19
9613329,HALOPHYLA,General cargo ship,103.34,322.19
9613422,BARANEE NAREE,Bulk carrier,80.43,250.9
9613434,CHAYANEE NAREE,Bulk carrier,105.47,329.91
9613446,DARANEE NAREE,Bulk carrier,111.3,348.51
9613628,JAGUAR (General cargo ship),General cargo ship,37.13,119.03
9613630,EEMS DOVER,General cargo ship,35.62,114.19
9613642,EEMS DUBLIN,General cargo ship,41.41,132.77
9613666,LALIS D,Bulk carrier,107.64,335.76
9613678,LOUISE B,Bulk carrier,92.86,289.75
9613769,SILVER NAVIGATOR,Bulk carrier,124.66,391.1
9613812,ATLANTIC HARMONY,General cargo ship,83.94,263.43
9613836,SAGA FUTURE,General cargo ship,95.6,300.02
9613848,SAGA FALCON,General cargo ship,85.91,268.76
9613850,SAGA FRIGG,General cargo ship,85.16,266.69
9613862,SAGA FJORD,General cargo ship,87.03,272.25
9613874,SAGA FRAM,General cargo ship,83.11,259.64
9613965,GENUINE VENUS,Chemical tanker,101.71,318.69
9614036,BRITANNIA,Passenger ship,459.26,1437.47
9614086,HUA LIN WAN,Oil tanker,144.69,452.44
9614103,ERASMOS,Bulk carrier,106.48,334.35
9614282,KING COFFEE,Bulk carrier,88.33,276.08
9614294,ELM K,General cargo ship,58.44,182.06
9614347,STELLAR BALTIC,Bulk carrier,59.21,185.56
9614696,HELVETIA (General cargo ship),General cargo ship,72.43,227.05
9614701,TRUDY (General cargo ship),General cargo ship,69.57,217.65
9614830,BAHIA DE ALCUDIA,General cargo ship,37.8,120.03
9614842,PABAL,Bulk carrier,96.7,303.24
9614854,PABUR,Bulk carrier,104.97,328.74
9614880,NAVIOS OBELIKS,Bulk carrier,165.99,518.19
9614892,MINERAL HONSHU,Bulk carrier,147.45,460.8
9614907,CAPE PRIDE,Bulk carrier,203.53,634.95
9614933,FRONTIER TRIUMPH,Bulk carrier,169.61,531.57
9615030,COOS BAY,Bulk carrier,70.72,221.84
9615042,FRIENDLY ISLANDS,Bulk carrier,70.08,219.39
9615078,GOLD DUST,Bulk carrier,66.6,208.11
9615107,SEA SMILE,Bulk carrier,70.88,223.4
9615119,CLIPPER BELLE,Bulk carrier,87.65,274.44
9615121,YUE DIAN 102,Bulk carrier,132.12,416
9615133,YUE DIAN 103,Bulk carrier,123.95,388.72
9615157,ULTRA DWARKA,Bulk carrier,95.6,298.62
9615171,CMB MEDOC,Bulk carrier,110.78,347.33
9615183,CMB PAUILLAC,Bulk carrier,103.04,322.61
9615327,BRIGHT OCEAN III,Bulk carrier,72.67,227.4
9615418,STAR CHARIS,Bulk carrier,93.69,292.33
9615561,SFL HUMBER,Bulk carrier,119.37,374.11
9615676,SFL KATE,Bulk carrier,111.15,346.78
9615913,SIDER KING,Bulk carrier,64.98,203.38
9616084,ARIF AMCA,General cargo ship,43.64,136.82
9616096,CENGIZ AMCA,General cargo ship,43.07,135.21
9616113,SUPER VALENTINA,Bulk carrier,73.32,229.71
9616230,EUROPA 2,Passenger ship,190.96,605.3
9616606,SIDER BOSTON,Bulk carrier,58,181.45
9616759,IVER BRIGHT,Chemical tanker,55.67,173.83
9616761,IVER BRILLIANT,Chemical tanker,56.92,177.64
9616838,STAR LYGRA,General cargo ship,86.24,268.89
9616840,STAR LYSEFJORD,General cargo ship,106.71,334.47
9616905,HAMPTON BRIDGE,Bulk carrier,88.37,275.82
9616955,GARMONIA,Chemical tanker,42.6,134.01
9617179,ZHONG HAI CHANG YUN 6,Bulk carrier,98.7,309.12
9617351,CAPTAIN V. MADIAS,Bulk carrier,113.51,354.4
9617430,CAPTAIN J. NEOFOTISTOS,Bulk carrier,112.91,352.76
9617466,SHI ZI SHAN,Bulk carrier,112.27,351.24
9617648,STOLT LOTUS,Chemical tanker,106.95,336.03
9617650,STOLT LARIX,Chemical tanker,112.25,352.2
9617662,MARIGOULA,Bulk carrier,89.78,281.46
9617698,CORAL ENERGY,Gas carrier,70.3,195.47
9617959,HAFNIA LIBRA,Oil tanker,94.58,295.12
9617961,TAI PING SHAN,Bulk carrier,114.54,357.53
9617997,OCEAN ROAD,Bulk carrier,97.27,303.36
9618264,MSC ABIDJAN,Container ship,261.43,814.82
9618276,MSC AGRIGENTO,Container ship,310.71,970.47
9618288,MSC ALGHERO,Container ship,304.81,951.48
9618290,MSC ADELAIDE,Container ship,288.3,899.15
9618305,MSC ATHENS,Container ship,279.78,873.59
9618317,MSC ATHOS,Container ship,280.96,877.99
9618501,TURQUOISE OCEAN,Bulk carrier,67.95,213.06
9618616,GREENER,Bulk carrier,100.07,313.64
9618795,SIDER ATLANTIC,General cargo ship,66.66,209.65
9618848,RHOGAS,Gas carrier,81.75,262.09
9618850,HAPPY PELICAN,Gas carrier,64.82,207.13
9618862,DOROTHEA SCHULTE,Gas carrier,83.11,264.59
9619426,MSC ALTAMIRA,Container ship,335.83,1048.04
9619438,MSC ALBANY,Container ship,275.45,857.9
9619452,MSC ARICA,Container ship,263.28,822.64
9619464,MSC AGADIR,Container ship,301.38,939.73
9619476,MSC ANTIGUA,Container ship,296.2,924.46
9619531,YASA HAWK,Chemical tanker,77.2,241.97
9619543,YASA SEAGULL,Chemical tanker,73.77,230.2
9619737,ANSAC PRIDE,Bulk carrier,77.04,242.21
9619775,GIORGIS,Bulk carrier,106.03,332.48
9619799,FLAG EVI,Bulk carrier,120.7,376.84
9619842,TIGER EAST,Bulk carrier,97.09,303.47
9619854,TIGER SOUTH,Bulk carrier,89.57,279.24
9619866,TIGER WEST,Bulk carrier,100.46,314.22
9619878,TIGER NORTH,Bulk carrier,109.82,344.13
9619892,TAIZHOU PIONEER,Bulk carrier,84.98,265.86
9619907,MAERSK MC-KINNEY MOLLER,Container ship,313.42,978.58
9619919,MAJESTIC MAERSK,Container ship,312.86,976.51
9619921,MARY MAERSK,Container ship,343.69,1073.37
9619933,MARIE MAERSK,Container ship,308.32,962.1
9619945,MADISON MAERSK,Container ship,303.62,948.11
9619957,MAGLEBY MAERSK,Container ship,329.78,1029.4
9619969,MARIBO MAERSK,Container ship,326.12,1017.46
9619971,MARSTAL MAERSK,Container ship,330,1030.03
9619983,MATZ MAERSK,Container ship,319.18,995.9
9619995,MAYVIEW MAERSK,Container ship,370.14,1154.92
9620164,SAM LION,Bulk carrier,113.83,356.48
9620176,SAM WOLF,Bulk carrier,109.12,341.68
9620504,TAO HUA HAI,Bulk carrier,142.87,446.01
9620516,HE HUA HAI,Bulk carrier,144.02,455.2
9620542,LAN HUA HAI,Bulk carrier,132.95,415.05
9620554,YU XIANG HAI,Bulk carrier,145.48,457.22
9620566,MA LIAN HAI,Bulk carrier,134.03,418.32
9620633,NORD SIRIUS,Bulk carrier,86.5,270.11
9620657,SLOMAN DISPATCHER,General cargo ship,67.09,211.21
9620669,SUN DISCOVERER,General cargo ship,66.19,207.76
9620695,LEO SPIRIT,Vehicle carrier,97.46,304.63
9620944,BAHRI ABHA,Container/ro-ro cargo ship,73.5,229.33
9620956,BAHRI HOFUF,Container/ro-ro cargo ship,99.91,314.02
9620968,BAHRI TABUK,Container/ro-ro cargo ship,99.41,310.96
9620970,BAHRI JAZAN,Container/ro-ro cargo ship,95.51,299.57
9621039,MARINE PRINCE,Bulk carrier,76.04,238.42
9621144,SHANDONG DING SHENG,Bulk carrier,139.01,434.94
9621168,SHANDONG HUA ZHANG,Bulk carrier,152.34,477.1
9621211,GELBRAY EXPRESS,Other ship types,58.23,181.42
9621259,FRONTIER WAVE,Bulk carrier,138.47,432.09
9621596,BORA BORA,Oil tanker,92.62,290.68
9621601,LACERTA,Chemical tanker,82.65,259.12
9621704,PACIFIC OSPREY,Other ship types,605.88,1942.44
9621792,PYXIS,Bulk carrier,100.97,314.9
9621869,VIDEN,Bulk carrier,78.01,245.91
9621871,CHUMERNA,Bulk carrier,81.02,253.42
9621883,VESLETS,Bulk carrier,81.2,255.41
9621895,VOLA,Bulk carrier,97.58,306.12
9622203,CAP SAN NICOLAS,Container ship,268.05,838.28
9622215,CAP SAN MARCO,Container ship,268.01,837.87
9622227,CAP SAN LORENZO,Container ship,272.13,851.26
9622239,CAP SAN AUGUSTIN,Container ship,269.26,842.51
9622241,CAP SAN ANTONIO,Container ship,268.72,840.97
9622253,CAP SAN RAPHAEL,Container ship,303.92,951.54
9622423,RICH FUTURE,Bulk carrier,84.56,264.88
9622540,NORD SUN,Bulk carrier,100.66,316.22
9622617,OOCL FRANCE,Container ship,272.24,848.94
9622631,OOCL EGYPT,Container ship,282.95,882.16
9622679,ANNA MARIA (Bulk carrier),Bulk carrier,85.02,265.33
9622758,YM AMAZON,General cargo ship,49.62,156
9622760,YM FUJI,General cargo ship,47.69,150.48
9622916,CORA OLDENDORFF,Bulk carrier,96.65,306.41
9623051,NY TRADER II,Bulk carrier,73.19,229.54
9623570,WILLIAM OLDENDORFF,Bulk carrier,165.61,516.9
9623647,DARLEAKAY,Bulk carrier,111,345.88
9623659,AMSTEL CONFIDENCE,Bulk carrier,68.63,214.39
9623673,RDO FORTUNE,Container ship,145.63,454.23
9623726,MARTHA,Bulk carrier,79.89,249.8
9623752,NORD CAPELLA,Bulk carrier,113.67,356.15
9623855,SEAMAX STAMFORD,Container ship,142.89,447.6
9623879,BRASIL 2014,Oil tanker,190.63,598.2
9623984,ZETAGAS,Gas carrier,74.87,238.2
9623996,HAPPY PENGUIN,Gas carrier,86.81,277.36
9624005,DONATA SCHULTE,Gas carrier,77.91,245.29
9624031,GDF SUEZ NORTH SEA,Bulk carrier,88.72,277.23
9624043,ARVIKA,Bulk carrier,81.49,255.63
9624067,NORDLOTUS,Oil tanker,163.86,513.53
9624079,NORDORCHID,Oil tanker,140.1,438.58
9624093,AM HAMBURG,Bulk carrier,109.59,342.68
9624108,AM QUEBEC,Bulk carrier,116.57,367.38
9624110,AM BUCHANAN,Bulk carrier,115.49,361.54
9624122,AM KRAKOW,Bulk carrier,102.77,324.08
9624184,EASTERN CAPE,Bulk carrier,58.96,184.44
9624237,GALAXY ACE,Vehicle carrier,103.36,324.49
9624287,MAERSK IYO,Container ship,143.7,447.65
9624304,ASSIA,Chemical tanker,40.38,126.6
9624316,AURA,Chemical tanker,38.96,122.16
9624328,EVER GALLANT,Bulk carrier,64.53,202.89
9624639,GRAND CONCORD,Bulk carrier,91.09,284.37
9624641,ULTRA BELLAMBI,Bulk carrier,83.74,262.96
9624653,PEGASOS,Bulk carrier,90.5,282.34
9624665,NICOSIA PEGASUS,Bulk carrier,113.84,355.02
9624768,AMELIA,Chemical tanker,58.48,182.32
9624770,CHEMSTAR STELLAR,Chemical tanker,75.91,237.82
9624782,CHEMSTAR JEWEL,Chemical tanker,90.49,283.53
9624809,KNEBWORTH,Gas carrier,74.82,234.67
9624902,ISUZU,General cargo ship,57.26,179.07
9624938,GOLAR PENGUIN,LNG carrier,468.7,1318.73
9625140,CORAL ANTHELIA,Gas carrier,59.1,189.49
9625152,MANIFESTO,Gas carrier,140.1,438.67
9625449,ERHAN,Bulk carrier,78.26,245.73
9625451,ORHAN,Bulk carrier,64.1,200.83
9625463,NEDIM,Bulk carrier,137.3,431.2
9625592,LADY DEMET,Bulk carrier,83.34,261.05
9625607,LADY BEGUM,Bulk carrier,80.2,250.81
9625803,BEKS NAZIK,Bulk carrier,95.05,298.93
9625815,BEKS CENK,Bulk carrier,101.03,315.5
9625877,W-SMASH,Bulk carrier,107.49,337.91
9625932,MSC MAGALI,Bulk carrier,158.62,497.11
9626027,GOLAR CELSIUS,LNG carrier,465.27,1308.06
9626041,GENOA EXPRESS,Container ship,149.13,465.79
9626053,BARCELONA EXPRESS,Container ship,158.04,493.9
9626132,VECTIS PRIDE,General cargo ship,43.22,135.53
9626144,VECTIS PROGRESS,General cargo ship,41.13,128.86
9626156,VECTIS ISLE,General cargo ship,38.73,121.75
9626168,VECTIS CASTLE,General cargo ship,36.53,114.01
9626302,STRATEGIC TENACITY,Bulk carrier,108.97,342.65
9626314,RESOLUTE BAY,Bulk carrier,72.86,229.39
9626376,APOGEE WONDER,Bulk carrier,79.8,249.87
9626522,BAHRI JEDDAH,Container/ro-ro cargo ship,96.13,300.63
9626534,BAHRI YANBU,Container/ro-ro cargo ship,99.16,309.63
9626596,GLORY HONGKONG,Bulk carrier,86.78,272.48
9626601,LONE STAR,Bulk carrier,76.47,239.94
9626613,MOTHER M,Bulk carrier,91.98,288.52
9626716,CONSTANTINE,General cargo ship,90.21,283.68
9626912,AMS PEGASUS III,Bulk carrier,109.71,344.48
9626924,PACIFIC CROWN,Bulk carrier,95.46,297.78
9626948,PACIFIC BLESS,Bulk carrier,80.47,252.15
9627502,MARAN GAS LINDOS,LNG carrier,245.83,691.73
9627758,W-ORIGINAL,Bulk carrier,109.97,343.04
9627760,DARYA DEVI,Bulk carrier,106.05,331.93
9627904,CSAV TRAIGUEN,Container ship,294.81,919.25
9627928,CSAV TYNDALL,Container ship,253.34,790.87
9627954,WILFORCE,Other ship types,281.28,780.52
9627966,WILPRIDE,Other ship types,299.66,864.03
9627978,OOCL BANGKOK,Container ship,324.03,1010.32
9628001,OOCL SINGAPORE,Container ship,305.09,951.68
9628087,ZEA,Bulk carrier,174.7,544.16
9628104,PANOREA,Bulk carrier,96.7,302.88
9628116,BEKS YILMAZ,Bulk carrier,111.31,350.3
9628128,HANDY PERTH,Bulk carrier,73.67,230.55
9628257,ATLANTIC VENUS,Bulk carrier,73.75,231.51
9628300,HILDA KNUTSEN,Oil tanker,322.86,1035.09
9628568,BUNUN WISDOM,Bulk carrier,88.4,275.66
9628817,RENATE,Bulk carrier,75.98,237.86
9628934,UNION MARINER,Bulk carrier,97.73,304.4
9628946,UNION VOYAGER,Bulk carrier,106.2,334.02
9629081,EVER LOADING,Container ship,285.14,890.19
9629457,CARDIFF,Container ship,184.3,575.87
9629469,SWANSEA,Container ship,210.89,659.63
9629548,SEATREASURE,Chemical tanker,87.2,273.28
9629550,SEASALVIA,Chemical tanker,95.57,299.77
9629562,SEAPRIDE,Chemical tanker,94.02,294.6
9629574,SEAFRIEND,Chemical tanker,90.41,283.32
9629586,YENISEI RIVER,LNG carrier,285.22,802.73
9629627,GREAT MIND,Bulk carrier,101.9,318.22
9629639,GREAT HOPE,Bulk carrier,103.74,325.69
9629653,GNG CONCORD 1,Bulk carrier,97.49,304.58
9629706,NORD STEADY,Chemical tanker,78.46,245.63
9629952,STI GARNET,Oil tanker,76.88,240.17
9629976,DL PANSY,Bulk carrier,86,268.76
9629988,FREDERIKE OLDENDORFF,Bulk carrier,92.11,288.67
9630016,EKARMA,General cargo ship,42.56,133.22
9630028,PSKOV,LNG carrier,354.93,995.3
9630030,TORILL KNUTSEN,Oil tanker,323.18,1036.13
9630365,SEASPAN GANGES,Container ship,274.92,859.81
9630377,SEASPAN THAMES,Container ship,277.6,865.92
9630389,SEASPAN YANGTZE,Container ship,286.01,892.81
9630391,SEASPAN AMAZON,Container ship,278.54,868.9
9630406,SEASPAN ZAMBEZI,Container ship,259.17,808.86
9630418,SEASPAN HUDSON,Container ship,305.71,955.93
9630729,LINDSAYLOU,Bulk carrier,93.14,291.1
9630755,CLIPPER QUITO,Gas carrier,129.46,403.66
9631072,VOLGABORG,General cargo ship,39.84,126.29
9631357,TRITO NAVIGATOR,General cargo ship,34.97,110.34
9631369,TRENT NAVIGATOR,General cargo ship,41.64,130.89
9631371,TRADE NAVIGATOR,General cargo ship,40.48,127.3
9631383,AMI,Chemical tanker,94.47,298.93
9631797,MESSINA,Ro-pax ship,135.24,433.59
9631840,SIGRID,Ro-ro ship,40.63,130.27
9631929,VIKTOR,General cargo ship,31.54,99.46
9631955,APL TEMASEK,Container ship,370.86,1158.72
9631967,APL LION CITY,Container ship,306.9,957.59
9631979,APL RAFFLES,Container ship,304.46,949.84
9631981,APL CHANGI,Container ship,320.85,1001.96
9631993,APL VANDA,Container ship,363.31,1133.77
9632002,APL SINGAPURA,Container ship,323.18,1008.67
9632014,APL MERLION,Container ship,348.77,1088.84
9632064,MERETE MAERSK,Container ship,315.52,984.68
9632090,MOGENS MAERSK,Container ship,323.64,1009.58
9632105,MORTEN MAERSK,Container ship,314.98,985.21
9632117,MUNKEBO MAERSK,Container ship,330.45,1032.08
9632129,MAREN MAERSK,Container ship,342.67,1072.55
9632131,MARGRETHE MAERSK,Container ship,326.3,1019.91
9632143,MARCHEN MAERSK,Container ship,327.75,1023.94
9632155,METTE MAERSK,Container ship,303.25,948.72
9632167,MARIT MAERSK,Container ship,323.39,1009.48
9632179,MATHILDE MAERSK,Container ship,320.47,999.8
9632272,BI JIA SHAN,Bulk carrier,117.44,367.12
9632284,YI LONG SHAN,Bulk carrier,103.7,325.24
9632313,WU GUI SHAN,Bulk carrier,107.04,334.15
9632480,KMARIN AQUA,Container ship,121.01,377.15
9632492,KMARIN AZUR,Container ship,152.55,475.21
9632507,KARMIN ATLANTICA,Container ship,126.69,394.78
9632600,ASIA EMERALD I,Bulk carrier,113.66,354.37
9632612,ASIA EMERALD IV,Bulk carrier,100.22,313.07
9632818,LMZ  ARIEL,Bulk carrier,128.53,403.08
9632947,GENESIS,Bulk carrier,127,399.38
9632959,DANHIL,Bulk carrier,101.35,316.41
9632985,TRITON SWAN,Bulk carrier,116.68,363.64
9632997,STAR CHALLENGER,Bulk carrier,100.62,314.64
9633006,SANTA BARBARA (Bulk carrier),Bulk carrier,90.33,281.78
9633109,NBA VAN GOGH,Bulk carrier,114.9,359.64
9633185,MORNING CINDY,Vehicle carrier,104.24,326.53
9633197,BUCKAROO BOWL,Bulk carrier,71.07,222.22
9633202,PACIFIC ISLAND,Bulk carrier,85.05,266.47
9633214,NEW DELIGHT,Bulk carrier,165.71,516.93
9633226,CAPE ARMERIA,Bulk carrier,146.88,460.15
9633290,KING RICE,Bulk carrier,67.66,213.07
9633422,MARAN GAS APOLLONIA,LNG carrier,243.43,683.19
9633434,MARAN GAS POSIDONIA,LNG carrier,237.97,658.51
9633446,NOVO,Oil tanker,170.96,534.53
9633939,CAP SAN ARTEMISSIO,Container ship,281.15,880.01
9633941,CAP SAN MALEAS,Container ship,285.02,891.77
9633953,CAP SAN SOUNIO,Container ship,294.17,919.62
9633965,CAP SAN TAINARO,Container ship,289.79,906
9634086,GASLOG SEATTLE,LNG carrier,235.04,647.21
9634165,JUMBO KINETIC,Other ship types,115.45,361.55
9634440,CBC FUYI,Bulk carrier,99.02,310.32
9634634,MISSY ENTERPRISE,Bulk carrier,64.67,202.01
9634701,FAKARAVA,Bulk carrier,170.22,530.85
9634969,IOANNA D,Bulk carrier,93.78,294.52
9635248,RIJN CONFIDENCE,Bulk carrier,75.8,237.82
9635315,GOLAR SNOW,LNG carrier,496.56,1374.75
9635468,CS SARAFINA,Bulk carrier,81.38,256.13
9635626,SOLAR KING,Bulk carrier,155.08,483.37
9635640,AMOLIANI,Container ship,229.57,715.48
9635652,RHODOS,Container ship,238.63,746.54
9635664,MARY,Container ship,197.81,620.06
9635688,SKIATHOS (Container ship),Container ship,253.79,793.67
9635743,BASIC PRINCESS,Bulk carrier,85.9,268.3
9635755,LEOPARD MOON,Chemical tanker,76.87,240.76
9635767,ELANDRA STAR,Chemical tanker,84.06,264.24
9635779,ELANDRA SEA,Chemical tanker,85.73,267.94
9635808,BW LYNX,Oil tanker,99.47,312.58
9635810,BW PUMA,Chemical tanker,92.2,288.76
9635822,BW LEOPARD,Oil tanker,84.31,263.86
9635834,BW CHEETAH,Chemical tanker,76.3,240.54
9635846,BW TIGER,Oil tanker,107.87,340.87
9635858,BW JAGUAR,Oil tanker,92.44,289.97
9635999,ARCADIA (Bulk carrier),Bulk carrier,107.61,337.25
9636369,AMIS CHAMPION,Bulk carrier,75.77,236.53
9636395,COREWISE OL,Bulk carrier,71.83,224.83
9636632,MAERSK ADRIATIC,Oil tanker,98.43,309.13
9636644,MAERSK AEGEAN,Oil tanker,93.18,290.5
9636711,CORCOVADO LNG,LNG carrier,289.79,806.93
9636723,KITA LNG,LNG carrier,376.51,1069.79
9636735,PALU LNG,LNG carrier,227.91,631.09
9636747,YARI LNG,LNG carrier,199.21,548.84
9636888,COSTA DIADEMA,Passenger ship,399.65,1247.05
9636943,STAMFORD PIONEER,Bulk carrier,85.58,269.14
